ID,Name,Age,Salary,Department,Gender,Years of Experience,Education Level,Performance Rating,Date of Hire,Job Title,Manager Name,Phone Number,Email Address,Address
806,Employee 806,50,55462.32,Marketing,Male,19,Bachelor's,4.5,2014-10-02,Engineer Marketing,Bob Johnson,544-127-3753,employee806@example.com,"901 Main St, Anytown, USA"
807,Employee 807,42,95927.11,HR,Non-binary,12,PhD,4.5,2023-10-08,Manager HR,David Brown,855-176-5034,employee807@example.com,"567 Main St, Anytown, USA"
808,Employee 808,46,101917.85,Sales,Non-binary,20,Bachelor's,4.0,2018-01-20,Engineer Sales,Bob Johnson,896-421-2558,employee808@example.com,"789 Main St, Anytown, USA"
809,Employee 809,52,96444.6,Marketing,Male,0,High School,5.0,2016-05-25,Manager Marketing,Jane Smith,659-230-5395,employee809@example.com,"123 Main St, Anytown, USA"
810,Employee 810,21,115876.47,HR,Female,21,PhD,4.5,2010-12-19,Engineer HR,David Brown,968-253-2363,employee810@example.com,"5678 Main St, Anytown, USA"
811,Employee 811,27,62528.07,HR,Female,30,PhD,4.5,2014-12-19,Manager HR,Emily Williams,109-609-6452,employee811@example.com,"1234 Main St, Anytown, USA"
812,Employee 812,42,111038.6,Finance,Female,2,High School,3.5,2022-02-12,Director Finance,Jane Smith,548-878-8256,employee812@example.com,"901 Main St, Anytown, USA"
813,Employee 813,36,63604.02,HR,Non-binary,30,Associate's,4.5,2021-11-01,Assistant HR,John Doe,544-201-3436,employee813@example.com,"234 Main St, Anytown, USA"
814,Employee 814,29,68410.26,Marketing,Female,14,Associate's,4.0,2010-12-20,Manager Marketing,John Doe,520-537-2252,employee814@example.com,"123 Main St, Anytown, USA"
815,Employee 815,25,85878.95,Finance,Male,16,Associate's,4.0,2011-01-19,Analyst Finance,David Brown,287-479-3430,employee815@example.com,"789 Main St, Anytown, USA"
816,Employee 816,59,82375.6,Finance,Male,12,High School,3.5,2015-02-12,Director Finance,Jane Smith,543-827-3580,employee816@example.com,"789 Main St, Anytown, USA"
817,Employee 817,46,43562.24,Sales,Female,21,High School,3.5,2020-09-20,Assistant Sales,Emily Williams,428-900-8112,employee817@example.com,"789 Main St, Anytown, USA"
818,Employee 818,53,118894.47,Marketing,Non-binary,12,High School,3.0,2014-11-11,Engineer Marketing,David Brown,393-651-9731,employee818@example.com,"123 Main St, Anytown, USA"
819,Employee 819,65,114505.22,Sales,Female,29,Master's,5.0,2016-05-12,Engineer Sales,Jane Smith,458-884-5357,employee819@example.com,"890 Main St, Anytown, USA"
820,Employee 820,60,102970.22,Engineering,Female,16,PhD,4.0,2019-08-05,Engineer Engineering,Jane Smith,971-461-3745,employee820@example.com,"101 Main St, Anytown, USA"
821,Employee 821,55,103138.28,Marketing,Female,9,PhD,3.5,2015-12-28,Assistant Marketing,Emily Williams,749-306-3843,employee821@example.com,"567 Main St, Anytown, USA"
822,Employee 822,44,105142.18,Finance,Non-binary,26,Bachelor's,4.5,2012-05-13,Engineer Finance,Emily Williams,817-991-3380,employee822@example.com,"2345 Main St, Anytown, USA"
823,Employee 823,21,76200.07,Marketing,Male,29,PhD,3.0,2011-07-19,Manager Marketing,Emily Williams,421-859-2581,employee823@example.com,"789 Main St, Anytown, USA"
824,Employee 824,22,79236.02,Finance,Male,1,PhD,5.0,2023-06-18,Engineer Finance,David Brown,497-498-8636,employee824@example.com,"890 Main St, Anytown, USA"
825,Employee 825,40,115242.22,HR,Non-binary,21,Bachelor's,3.0,2012-09-02,Assistant HR,David Brown,984-974-2455,employee825@example.com,"101 Main St, Anytown, USA"
826,Employee 826,51,83887.14,Marketing,Male,18,Master's,4.0,2017-10-16,Assistant Marketing,David Brown,172-690-4224,employee826@example.com,"678 Main St, Anytown, USA"
827,Employee 827,65,114451.39,Finance,Male,10,Bachelor's,3.0,2023-11-17,Director Finance,Jane Smith,893-458-7539,employee827@example.com,"789 Main St, Anytown, USA"
828,Employee 828,28,63441.0,Sales,Female,18,PhD,4.5,2017-12-09,Director Sales,Bob Johnson,300-935-3505,employee828@example.com,"567 Main St, Anytown, USA"
829,Employee 829,50,98088.88,Sales,Female,13,Associate's,4.0,2014-03-10,Director Sales,John Doe,595-172-2391,employee829@example.com,"890 Main St, Anytown, USA"
830,Employee 830,47,100384.72,Finance,Female,12,PhD,5.0,2013-03-11,Director Finance,John Doe,540-895-7725,employee830@example.com,"1234 Main St, Anytown, USA"
831,Employee 831,43,87522.31,Sales,Male,9,High School,3.5,2020-10-12,Engineer Sales,David Brown,263-242-7251,employee831@example.com,"123 Main St, Anytown, USA"
832,Employee 832,62,50069.79,HR,Non-binary,30,Associate's,4.0,2011-08-05,Director HR,John Doe,818-448-9437,employee832@example.com,"901 Main St, Anytown, USA"
833,Employee 833,38,109366.18,Engineering,Female,8,High School,3.0,2013-09-15,Manager Engineering,Jane Smith,995-431-1083,employee833@example.com,"5678 Main St, Anytown, USA"
834,Employee 834,47,57610.57,Sales,Non-binary,19,High School,5.0,2013-02-05,Analyst Sales,Bob Johnson,281-268-4497,employee834@example.com,"234 Main St, Anytown, USA"
835,Employee 835,65,99723.15,Sales,Female,5,Associate's,5.0,2019-01-10,Assistant Sales,Emily Williams,965-261-2703,employee835@example.com,"456 Main St, Anytown, USA"
836,Employee 836,64,106986.33,Engineering,Male,2,PhD,5.0,2014-03-16,Coordinator Engineering,David Brown,307-337-1682,employee836@example.com,"890 Main St, Anytown, USA"
837,Employee 837,34,109217.9,Engineering,Male,15,Bachelor's,4.0,2017-01-02,Assistant Engineering,David Brown,890-213-6983,employee837@example.com,"234 Main St, Anytown, USA"
838,Employee 838,50,88209.89,Sales,Male,19,Bachelor's,3.5,2017-08-11,Engineer Sales,Emily Williams,705-458-7027,employee838@example.com,"789 Main St, Anytown, USA"
839,Employee 839,44,41870.01,Marketing,Male,27,Master's,4.0,2015-04-08,Director Marketing,Emily Williams,109-839-5868,employee839@example.com,"2345 Main St, Anytown, USA"
840,Employee 840,39,52013.28,Engineering,Female,30,PhD,4.0,2015-03-05,Director Engineering,David Brown,434-668-1080,employee840@example.com,"678 Main St, Anytown, USA"
841,Employee 841,43,83220.77,Marketing,Non-binary,24,PhD,3.5,2010-03-25,Director Marketing,Bob Johnson,368-531-5394,employee841@example.com,"123 Main St, Anytown, USA"
842,Employee 842,54,78546.83,Sales,Male,21,PhD,3.5,2013-02-17,Coordinator Sales,John Doe,188-837-5262,employee842@example.com,"2345 Main St, Anytown, USA"
843,Employee 843,43,97246.61,HR,Female,21,Bachelor's,3.5,2010-11-14,Director HR,Emily Williams,969-136-6096,employee843@example.com,"123 Main St, Anytown, USA"
844,Employee 844,59,104067.82,Engineering,Female,10,Associate's,4.5,2012-10-08,Manager Engineering,Bob Johnson,805-130-7588,employee844@example.com,"123 Main St, Anytown, USA"
845,Employee 845,46,79208.49,Engineering,Female,4,PhD,4.0,2023-08-13,Analyst Engineering,Jane Smith,391-668-3212,employee845@example.com,"890 Main St, Anytown, USA"
846,Employee 846,49,43023.7,Sales,Female,7,Master's,4.0,2014-12-13,Manager Sales,David Brown,792-550-7590,employee846@example.com,"456 Main St, Anytown, USA"
847,Employee 847,38,104999.15,Sales,Female,2,Associate's,3.5,2010-06-06,Assistant Sales,John Doe,951-926-2060,employee847@example.com,"123 Main St, Anytown, USA"
848,Employee 848,62,95344.67,Finance,Female,0,Associate's,5.0,2021-02-20,Manager Finance,Bob Johnson,790-707-7687,employee848@example.com,"678 Main St, Anytown, USA"
849,Employee 849,43,108864.64,Finance,Male,5,High School,5.0,2014-10-04,Director Finance,David Brown,908-998-7789,employee849@example.com,"456 Main St, Anytown, USA"
850,Employee 850,50,47230.86,Engineering,Male,16,Bachelor's,4.0,2023-07-05,Engineer Engineering,David Brown,739-273-9855,employee850@example.com,"5678 Main St, Anytown, USA"
851,Employee 851,36,50468.87,Marketing,Male,24,Master's,4.0,2020-03-17,Assistant Marketing,David Brown,516-221-1870,employee851@example.com,"234 Main St, Anytown, USA"
852,Employee 852,24,56376.73,Engineering,Female,4,Associate's,4.0,2011-03-04,Analyst Engineering,John Doe,874-974-2771,employee852@example.com,"901 Main St, Anytown, USA"
853,Employee 853,36,45521.36,Finance,Female,16,Associate's,4.5,2013-06-26,Director Finance,John Doe,619-421-8433,employee853@example.com,"101 Main St, Anytown, USA"
854,Employee 854,36,78740.81,Engineering,Female,29,High School,5.0,2023-03-05,Director Engineering,David Brown,453-383-8222,employee854@example.com,"5678 Main St, Anytown, USA"
855,Employee 855,37,93569.77,Finance,Male,23,Bachelor's,4.0,2020-08-17,Engineer Finance,Emily Williams,208-279-6601,employee855@example.com,"901 Main St, Anytown, USA"
856,Employee 856,30,77723.13,Finance,Non-binary,21,PhD,4.5,2019-01-06,Director Finance,Emily Williams,976-989-4599,employee856@example.com,"456 Main St, Anytown, USA"
857,Employee 857,32,63131.67,Engineering,Male,1,Master's,4.5,2011-07-27,Engineer Engineering,Emily Williams,659-546-7567,employee857@example.com,"890 Main St, Anytown, USA"
858,Employee 858,63,97743.36,HR,Male,12,Associate's,3.0,2010-12-28,Engineer HR,Bob Johnson,803-531-3197,employee858@example.com,"567 Main St, Anytown, USA"
859,Employee 859,57,117653.27,Engineering,Non-binary,17,Master's,4.0,2014-09-19,Analyst Engineering,Bob Johnson,452-277-2093,employee859@example.com,"456 Main St, Anytown, USA"
860,Employee 860,41,88122.36,HR,Female,30,Master's,3.0,2012-03-11,Assistant HR,Bob Johnson,683-761-1938,employee860@example.com,"890 Main St, Anytown, USA"
861,Employee 861,54,67527.37,Finance,Female,30,High School,4.5,2021-08-11,Director Finance,Bob Johnson,632-736-9463,employee861@example.com,"678 Main St, Anytown, USA"
862,Employee 862,32,64900.77,Finance,Non-binary,13,Master's,4.0,2021-02-06,Assistant Finance,Emily Williams,472-369-6613,employee862@example.com,"234 Main St, Anytown, USA"
863,Employee 863,47,115846.15,Finance,Non-binary,2,High School,4.0,2018-06-21,Manager Finance,Emily Williams,935-918-9842,employee863@example.com,"789 Main St, Anytown, USA"
864,Employee 864,23,114808.09,Marketing,Non-binary,24,Bachelor's,4.5,2016-03-19,Coordinator Marketing,David Brown,333-269-1740,employee864@example.com,"678 Main St, Anytown, USA"
865,Employee 865,56,68318.96,Sales,Male,23,Bachelor's,3.5,2017-04-04,Coordinator Sales,Emily Williams,584-395-1595,employee865@example.com,"890 Main St, Anytown, USA"
866,Employee 866,36,58856.4,Marketing,Male,5,Bachelor's,5.0,2013-12-26,Assistant Marketing,Bob Johnson,845-378-1760,employee866@example.com,"901 Main St, Anytown, USA"
867,Employee 867,31,71669.56,Sales,Non-binary,21,Master's,3.0,2011-04-20,Director Sales,Emily Williams,220-634-6553,employee867@example.com,"789 Main St, Anytown, USA"
868,Employee 868,49,119986.79,Marketing,Non-binary,13,Master's,3.0,2018-08-16,Coordinator Marketing,Jane Smith,836-973-8619,employee868@example.com,"234 Main St, Anytown, USA"
869,Employee 869,37,79957.65,Finance,Non-binary,14,Bachelor's,4.0,2016-05-28,Coordinator Finance,Emily Williams,264-349-5188,employee869@example.com,"2345 Main St, Anytown, USA"
870,Employee 870,62,61217.65,Marketing,Female,23,Bachelor's,5.0,2023-04-03,Coordinator Marketing,Emily Williams,176-478-8428,employee870@example.com,"5678 Main St, Anytown, USA"
871,Employee 871,34,49837.78,Engineering,Non-binary,7,PhD,4.0,2013-11-17,Director Engineering,David Brown,201-774-9015,employee871@example.com,"1234 Main St, Anytown, USA"
872,Employee 872,44,44601.69,HR,Non-binary,17,PhD,5.0,2016-03-01,Engineer HR,John Doe,593-391-2183,employee872@example.com,"123 Main St, Anytown, USA"
873,Employee 873,51,90013.82,Finance,Female,23,High School,3.5,2014-02-22,Manager Finance,John Doe,918-470-2403,employee873@example.com,"890 Main St, Anytown, USA"
874,Employee 874,53,94552.71,Engineering,Female,8,PhD,3.5,2016-10-10,Manager Engineering,David Brown,486-639-5550,employee874@example.com,"1234 Main St, Anytown, USA"
875,Employee 875,30,68765.35,Marketing,Male,13,Associate's,3.0,2011-02-06,Analyst Marketing,Emily Williams,956-651-9539,employee875@example.com,"890 Main St, Anytown, USA"
876,Employee 876,64,112016.21,HR,Female,24,Bachelor's,3.0,2013-06-11,Analyst HR,David Brown,942-112-5414,employee876@example.com,"890 Main St, Anytown, USA"
877,Employee 877,62,83290.3,Sales,Female,21,PhD,3.0,2011-02-01,Engineer Sales,Jane Smith,684-661-5443,employee877@example.com,"101 Main St, Anytown, USA"
878,Employee 878,55,78593.0,Marketing,Female,9,Bachelor's,4.0,2019-01-03,Director Marketing,Emily Williams,508-220-2609,employee878@example.com,"890 Main St, Anytown, USA"
879,Employee 879,36,84473.38,Engineering,Male,4,Associate's,4.5,2023-07-21,Director Engineering,Emily Williams,275-257-2254,employee879@example.com,"567 Main St, Anytown, USA"
880,Employee 880,43,113706.74,Sales,Male,5,PhD,3.0,2015-05-16,Assistant Sales,Bob Johnson,283-143-5402,employee880@example.com,"901 Main St, Anytown, USA"
881,Employee 881,54,43196.17,Finance,Male,29,High School,4.5,2022-09-26,Manager Finance,John Doe,701-606-9812,employee881@example.com,"1234 Main St, Anytown, USA"
882,Employee 882,62,92316.5,Finance,Non-binary,25,High School,4.0,2011-08-01,Assistant Finance,John Doe,353-444-9020,employee882@example.com,"123 Main St, Anytown, USA"
883,Employee 883,29,79231.69,Engineering,Female,5,Associate's,5.0,2018-10-28,Engineer Engineering,John Doe,520-189-1552,employee883@example.com,"2345 Main St, Anytown, USA"
884,Employee 884,33,85418.7,HR,Female,9,Bachelor's,4.0,2014-03-14,Director HR,Emily Williams,649-834-7335,employee884@example.com,"2345 Main St, Anytown, USA"
885,Employee 885,53,56956.37,HR,Female,12,High School,4.0,2018-10-28,Manager HR,Jane Smith,631-573-4192,employee885@example.com,"567 Main St, Anytown, USA"
886,Employee 886,45,94703.36,Sales,Non-binary,19,Associate's,4.0,2020-04-16,Engineer Sales,John Doe,625-784-8323,employee886@example.com,"901 Main St, Anytown, USA"
887,Employee 887,46,54796.26,Sales,Male,6,PhD,3.0,2017-01-11,Director Sales,Jane Smith,200-150-2910,employee887@example.com,"678 Main St, Anytown, USA"
888,Employee 888,25,75885.65,HR,Male,4,PhD,5.0,2012-06-12,Analyst HR,David Brown,400-185-2484,employee888@example.com,"456 Main St, Anytown, USA"
889,Employee 889,31,99452.67,HR,Male,16,Associate's,4.0,2011-04-22,Engineer HR,Emily Williams,104-168-8803,employee889@example.com,"2345 Main St, Anytown, USA"
890,Employee 890,51,49028.2,Marketing,Non-binary,26,Associate's,5.0,2016-03-13,Analyst Marketing,Emily Williams,739-300-9531,employee890@example.com,"789 Main St, Anytown, USA"
891,Employee 891,42,83003.76,Engineering,Female,29,Bachelor's,3.5,2014-02-14,Director Engineering,Jane Smith,431-670-3344,employee891@example.com,"901 Main St, Anytown, USA"
892,Employee 892,46,94771.68,Engineering,Female,12,Associate's,4.5,2011-06-05,Coordinator Engineering,Emily Williams,933-462-4955,employee892@example.com,"678 Main St, Anytown, USA"
893,Employee 893,23,41371.4,Marketing,Male,23,Associate's,4.0,2017-02-21,Director Marketing,Bob Johnson,611-695-7910,employee893@example.com,"101 Main St, Anytown, USA"
894,Employee 894,26,49023.37,Marketing,Female,14,High School,5.0,2023-03-26,Director Marketing,John Doe,722-768-6826,employee894@example.com,"5678 Main St, Anytown, USA"
895,Employee 895,25,60423.9,Finance,Male,12,PhD,3.0,2015-01-22,Analyst Finance,John Doe,299-402-6891,employee895@example.com,"901 Main St, Anytown, USA"
896,Employee 896,40,95660.1,Sales,Non-binary,4,Associate's,4.0,2017-10-17,Manager Sales,Bob Johnson,393-777-2391,employee896@example.com,"101 Main St, Anytown, USA"
897,Employee 897,37,51045.05,Sales,Female,0,Master's,3.0,2014-12-01,Engineer Sales,Jane Smith,319-696-2611,employee897@example.com,"567 Main St, Anytown, USA"
898,Employee 898,29,111474.44,Marketing,Male,18,Master's,4.5,2018-12-08,Engineer Marketing,David Brown,410-444-9867,employee898@example.com,"5678 Main St, Anytown, USA"
899,Employee 899,33,99765.6,Finance,Male,26,Associate's,3.5,2014-08-11,Engineer Finance,Bob Johnson,797-669-4477,employee899@example.com,"567 Main St, Anytown, USA"
900,Employee 900,37,77590.28,HR,Non-binary,17,Associate's,3.0,2017-12-27,Manager HR,Bob Johnson,430-569-3385,employee900@example.com,"5678 Main St, Anytown, USA"
901,Employee 901,52,87955.03,HR,Male,26,PhD,3.0,2011-03-03,Engineer HR,John Doe,747-366-2048,employee901@example.com,"456 Main St, Anytown, USA"
902,Employee 902,56,119029.36,Engineering,Non-binary,25,PhD,3.0,2016-09-20,Director Engineering,Jane Smith,832-403-9770,employee902@example.com,"567 Main St, Anytown, USA"
903,Employee 903,45,111975.46,Marketing,Female,21,High School,4.0,2022-11-04,Manager Marketing,Emily Williams,515-511-4984,employee903@example.com,"567 Main St, Anytown, USA"
904,Employee 904,41,65982.9,Marketing,Male,11,High School,3.0,2013-07-22,Director Marketing,Emily Williams,885-973-3271,employee904@example.com,"890 Main St, Anytown, USA"
905,Employee 905,54,95020.51,Engineering,Male,21,Associate's,5.0,2019-04-02,Engineer Engineering,Emily Williams,298-549-6066,employee905@example.com,"123 Main St, Anytown, USA"
906,Employee 906,40,55810.38,Finance,Non-binary,21,Master's,3.0,2010-09-25,Analyst Finance,David Brown,334-706-9548,employee906@example.com,"234 Main St, Anytown, USA"
907,Employee 907,36,114134.29,Engineering,Female,7,Master's,4.5,2016-09-25,Director Engineering,David Brown,130-870-9422,employee907@example.com,"101 Main St, Anytown, USA"
908,Employee 908,27,91183.39,Engineering,Male,18,Bachelor's,3.0,2010-04-09,Director Engineering,John Doe,314-700-4027,employee908@example.com,"2345 Main St, Anytown, USA"
909,Employee 909,56,41837.94,HR,Non-binary,19,PhD,5.0,2012-11-09,Director HR,Jane Smith,700-743-9153,employee909@example.com,"123 Main St, Anytown, USA"
910,Employee 910,61,91973.69,Engineering,Female,12,PhD,5.0,2015-11-02,Manager Engineering,John Doe,151-985-5472,employee910@example.com,"123 Main St, Anytown, USA"
911,Employee 911,37,99346.56,Engineering,Female,10,High School,4.0,2022-05-22,Assistant Engineering,Jane Smith,786-630-7828,employee911@example.com,"101 Main St, Anytown, USA"
912,Employee 912,51,116991.58,Sales,Non-binary,19,PhD,3.5,2011-02-11,Coordinator Sales,Bob Johnson,627-300-1128,employee912@example.com,"567 Main St, Anytown, USA"
913,Employee 913,26,114770.92,HR,Female,1,High School,5.0,2022-01-09,Assistant HR,Bob Johnson,857-191-1601,employee913@example.com,"890 Main St, Anytown, USA"
914,Employee 914,47,109171.26,Finance,Male,30,High School,5.0,2016-11-24,Analyst Finance,Bob Johnson,960-258-6171,employee914@example.com,"5678 Main St, Anytown, USA"
915,Employee 915,52,57759.83,Sales,Non-binary,24,Bachelor's,3.5,2015-04-11,Director Sales,Bob Johnson,348-104-8757,employee915@example.com,"2345 Main St, Anytown, USA"
916,Employee 916,60,58093.92,Sales,Female,19,Master's,5.0,2016-09-28,Manager Sales,Jane Smith,276-565-4873,employee916@example.com,"567 Main St, Anytown, USA"
917,Employee 917,21,99277.85,Sales,Female,3,Bachelor's,3.5,2014-12-08,Director Sales,David Brown,214-954-6151,employee917@example.com,"2345 Main St, Anytown, USA"
918,Employee 918,41,66860.61,Marketing,Male,28,PhD,5.0,2012-01-04,Director Marketing,Jane Smith,108-859-1031,employee918@example.com,"567 Main St, Anytown, USA"
919,Employee 919,44,43550.38,Sales,Female,15,High School,3.0,2016-04-14,Coordinator Sales,John Doe,882-670-3709,employee919@example.com,"123 Main St, Anytown, USA"
920,Employee 920,42,114589.64,Sales,Male,7,Bachelor's,3.0,2011-03-01,Assistant Sales,John Doe,390-804-1754,employee920@example.com,"567 Main St, Anytown, USA"
921,Employee 921,63,45750.32,HR,Male,28,Master's,3.0,2018-06-09,Manager HR,John Doe,503-660-5165,employee921@example.com,"101 Main St, Anytown, USA"
922,Employee 922,28,115525.13,HR,Male,6,Associate's,4.5,2022-03-13,Assistant HR,David Brown,283-478-6474,employee922@example.com,"901 Main St, Anytown, USA"
923,Employee 923,27,40183.0,Engineering,Female,28,High School,3.5,2019-08-14,Coordinator Engineering,Emily Williams,187-691-7198,employee923@example.com,"567 Main St, Anytown, USA"
924,Employee 924,63,119035.42,Marketing,Male,19,High School,5.0,2011-07-21,Engineer Marketing,David Brown,802-599-8314,employee924@example.com,"901 Main St, Anytown, USA"
925,Employee 925,44,111288.83,Engineering,Male,9,High School,4.5,2013-08-02,Director Engineering,Emily Williams,679-924-5724,employee925@example.com,"890 Main St, Anytown, USA"
926,Employee 926,53,112862.11,Sales,Female,3,Associate's,4.5,2010-06-10,Coordinator Sales,John Doe,804-709-8138,employee926@example.com,"101 Main St, Anytown, USA"
927,Employee 927,30,52171.28,Finance,Non-binary,21,Bachelor's,3.0,2013-10-16,Coordinator Finance,David Brown,199-553-7604,employee927@example.com,"901 Main St, Anytown, USA"
928,Employee 928,42,44131.02,Engineering,Female,22,High School,5.0,2014-09-07,Analyst Engineering,David Brown,658-361-8791,employee928@example.com,"101 Main St, Anytown, USA"
929,Employee 929,27,56840.06,HR,Non-binary,9,Associate's,3.5,2010-09-08,Manager HR,Emily Williams,610-293-3422,employee929@example.com,"101 Main St, Anytown, USA"
930,Employee 930,33,64708.82,HR,Non-binary,5,PhD,3.5,2014-02-18,Manager HR,David Brown,856-372-2852,employee930@example.com,"789 Main St, Anytown, USA"
931,Employee 931,31,82062.93,Sales,Non-binary,13,PhD,4.0,2012-02-16,Assistant Sales,Emily Williams,244-117-5565,employee931@example.com,"2345 Main St, Anytown, USA"
932,Employee 932,48,84678.34,HR,Female,8,High School,4.0,2012-08-19,Coordinator HR,John Doe,526-794-7031,employee932@example.com,"101 Main St, Anytown, USA"
933,Employee 933,60,79663.04,Sales,Non-binary,13,High School,3.5,2018-08-13,Coordinator Sales,Jane Smith,841-782-9432,employee933@example.com,"567 Main St, Anytown, USA"
934,Employee 934,37,84330.95,Engineering,Non-binary,14,Bachelor's,3.0,2014-09-11,Coordinator Engineering,David Brown,683-291-5866,employee934@example.com,"567 Main St, Anytown, USA"
935,Employee 935,53,97933.17,Engineering,Non-binary,25,PhD,4.5,2017-08-18,Assistant Engineering,Emily Williams,842-624-7305,employee935@example.com,"1234 Main St, Anytown, USA"
936,Employee 936,42,106647.96,Finance,Female,6,Bachelor's,3.5,2023-01-17,Manager Finance,Bob Johnson,883-852-6403,employee936@example.com,"101 Main St, Anytown, USA"
937,Employee 937,41,116351.73,Marketing,Non-binary,1,PhD,3.0,2010-05-15,Coordinator Marketing,John Doe,687-736-4839,employee937@example.com,"234 Main St, Anytown, USA"
938,Employee 938,51,100045.3,Engineering,Female,24,Associate's,3.0,2014-02-23,Coordinator Engineering,David Brown,451-885-9606,employee938@example.com,"901 Main St, Anytown, USA"
939,Employee 939,47,46728.9,Sales,Female,29,High School,3.0,2020-08-01,Coordinator Sales,Emily Williams,799-350-7976,employee939@example.com,"567 Main St, Anytown, USA"
940,Employee 940,58,104272.28,Marketing,Non-binary,9,Associate's,5.0,2022-05-09,Assistant Marketing,Bob Johnson,530-627-6226,employee940@example.com,"567 Main St, Anytown, USA"
941,Employee 941,48,93607.44,Finance,Female,3,Bachelor's,4.0,2020-12-19,Manager Finance,Jane Smith,178-406-2369,employee941@example.com,"1234 Main St, Anytown, USA"
942,Employee 942,36,95670.6,Finance,Female,15,Master's,3.5,2011-07-18,Assistant Finance,Bob Johnson,371-740-5999,employee942@example.com,"1234 Main St, Anytown, USA"
943,Employee 943,36,119598.83,Sales,Female,17,Associate's,5.0,2013-02-01,Assistant Sales,Bob Johnson,698-983-2798,employee943@example.com,"789 Main St, Anytown, USA"
944,Employee 944,42,100749.44,Marketing,Non-binary,18,Associate's,3.0,2011-02-06,Manager Marketing,Emily Williams,592-277-6091,employee944@example.com,"1234 Main St, Anytown, USA"
945,Employee 945,36,116778.5,Sales,Male,16,High School,3.5,2022-11-23,Coordinator Sales,John Doe,302-674-5993,employee945@example.com,"456 Main St, Anytown, USA"
946,Employee 946,35,88694.5,HR,Female,14,Master's,4.0,2018-11-06,Coordinator HR,John Doe,790-387-1350,employee946@example.com,"890 Main St, Anytown, USA"
947,Employee 947,60,100036.88,Sales,Female,30,Associate's,3.0,2018-04-09,Manager Sales,David Brown,294-593-9822,employee947@example.com,"234 Main St, Anytown, USA"
948,Employee 948,33,62249.73,Marketing,Non-binary,7,High School,4.5,2019-06-21,Engineer Marketing,Emily Williams,918-311-3449,employee948@example.com,"234 Main St, Anytown, USA"
949,Employee 949,45,58796.22,Sales,Female,10,High School,3.5,2011-02-23,Assistant Sales,Emily Williams,316-700-1701,employee949@example.com,"890 Main St, Anytown, USA"
950,Employee 950,28,112115.27,Engineering,Male,17,High School,5.0,2015-06-18,Engineer Engineering,Jane Smith,471-349-3581,employee950@example.com,"789 Main St, Anytown, USA"
951,Employee 951,38,63430.52,Marketing,Male,6,Bachelor's,4.0,2011-12-16,Assistant Marketing,John Doe,796-935-6431,employee951@example.com,"890 Main St, Anytown, USA"
952,Employee 952,24,59552.99,HR,Non-binary,3,Bachelor's,5.0,2014-04-02,Assistant HR,Jane Smith,961-186-8392,employee952@example.com,"901 Main St, Anytown, USA"
953,Employee 953,48,48726.55,Finance,Female,28,PhD,3.5,2017-04-10,Engineer Finance,Bob Johnson,882-702-6460,employee953@example.com,"901 Main St, Anytown, USA"
954,Employee 954,37,53394.92,Engineering,Non-binary,21,High School,4.5,2015-09-11,Engineer Engineering,David Brown,557-937-7384,employee954@example.com,"678 Main St, Anytown, USA"
955,Employee 955,37,85317.99,Engineering,Female,17,Associate's,3.0,2010-01-12,Engineer Engineering,John Doe,807-954-4918,employee955@example.com,"567 Main St, Anytown, USA"
956,Employee 956,51,95578.85,Engineering,Male,5,Master's,3.5,2010-09-26,Engineer Engineering,Emily Williams,810-499-3880,employee956@example.com,"123 Main St, Anytown, USA"
957,Employee 957,62,44390.15,HR,Male,30,Master's,4.5,2018-02-07,Assistant HR,David Brown,609-610-7752,employee957@example.com,"2345 Main St, Anytown, USA"
958,Employee 958,37,67695.59,Engineering,Male,15,Master's,5.0,2015-07-04,Manager Engineering,Emily Williams,829-274-2063,employee958@example.com,"456 Main St, Anytown, USA"
959,Employee 959,42,92015.34,Finance,Male,25,High School,5.0,2020-04-27,Engineer Finance,John Doe,129-206-6306,employee959@example.com,"678 Main St, Anytown, USA"
960,Employee 960,51,63104.08,Finance,Female,6,Bachelor's,3.0,2022-12-15,Manager Finance,John Doe,478-418-6590,employee960@example.com,"678 Main St, Anytown, USA"
961,Employee 961,59,84797.04,Marketing,Female,28,Bachelor's,4.5,2011-06-19,Manager Marketing,Emily Williams,754-894-1229,employee961@example.com,"234 Main St, Anytown, USA"
962,Employee 962,26,96198.84,Engineering,Non-binary,15,Master's,3.0,2020-02-19,Coordinator Engineering,John Doe,172-891-4434,employee962@example.com,"789 Main St, Anytown, USA"
963,Employee 963,57,46022.53,Marketing,Female,26,PhD,4.0,2010-01-18,Assistant Marketing,Jane Smith,513-587-8635,employee963@example.com,"123 Main St, Anytown, USA"
964,Employee 964,40,77055.92,Engineering,Non-binary,18,Master's,3.5,2015-11-13,Coordinator Engineering,David Brown,913-916-1863,employee964@example.com,"5678 Main St, Anytown, USA"
965,Employee 965,27,111846.07,Engineering,Female,7,Master's,4.0,2022-10-08,Assistant Engineering,Jane Smith,318-568-6947,employee965@example.com,"789 Main St, Anytown, USA"
966,Employee 966,41,80105.27,Finance,Non-binary,13,Associate's,3.0,2021-08-17,Analyst Finance,Emily Williams,911-863-1214,employee966@example.com,"456 Main St, Anytown, USA"
967,Employee 967,36,83611.75,Engineering,Female,0,Master's,5.0,2016-12-16,Coordinator Engineering,David Brown,349-847-2808,employee967@example.com,"890 Main St, Anytown, USA"
